Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasnamevariant,namevariant,24,0.46645021645021645,35,0.5909090909090909,0.0,0.0
instance of,person,hasnamevariant,william green,24,0.46645021645021645,21,0.0,0.0,0.0
instance of,person,haspreferrednamevariant,preferrednamevariant,18,0.4239789196310935,31,0.5388888888888889,0.0,0.0
instance of,person,haspreferrednamevariant,william green,18,0.4239789196310935,21,0.0,0.0,0.0
instance of,person,fullnameasstring,xsd:string,30,0.4545454545454546,25,0.48888888888888893,0.0,0.0
instance of,person,fullnameasstring,william green,30,0.4545454545454546,21,0.0,0.0,0.0
instance of,person,hassurnameasstring,xsd: string,28,0.4452861952861953,24,0.5050505050505051,0.0,0.0
instance of,person,hassurnameasstring,green,28,0.4452861952861953,36,0.5888888888888889,0.0,0.0
instance of,person,hasfirstnameasstring,xsd: string,32,0.5192640692640692,24,0.5050505050505051,0.0,0.0
instance of,person,hasfirstnameasstring,william,32,0.5192640692640692,0,0.0,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,referstoplaceoforigin,place,44,0.5137085137085137,36,0.45555555555555555,0.0,0.0
instance of,person,referstoplaceoforigin,maryland,44,0.5137085137085137,29,0.5277777777777778,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,has_race,race,42,0.537878787878788,20,0.4444444444444444,0.0,0.0
instance of,person,has_race,african-american,42,0.537878787878788,27,0.4861111111111111,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
instance of,person,hasagevalue,xsd:double,27,0.404040404040404,25,0.5111111111111111,0.0,0.0
instance of,person,hasagevalue,1814,27,0.404040404040404,0,0.0,0.0,0.0
instance of,person,record,module:,24,0.41919191919191917,15,0.0,0.0,0.0
